"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL498324"	""	"None"	"426.50"	"1"	"5.91"	"32"	"CCn1c2ccccc2c2cc(NC(=O)CCc3cc(-c4ccccc4F)[nH]n3)ccc21"	"Emax"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL1006418"	"Agonist activity at human recombinant CB1 receptor expressed in Sf9 cells by GTP-europium binding assay relative to CP-55940"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156631"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3308860"	""
"CHEMBL285932"	""	"None"	"555.25"	"2"	"5.89"	"AM 251"	"Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1"	"Emax"	"'='"	"-84.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3379274"	"Agonist activity at human CB1 receptor expressed in Sf9 cells coexpressing Galpha i2 assessed as Galpha GTPase activity using [gamma-33P]GTP at 100 uM by scintillation counting (Rvb = 0 +/- 3%)"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352263"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2014"	"CHEMBL3308860"	""
"CHEMBL3905195"	""	"None"	"462.45"	"0"	"2.28"	"BDBM240384"	"Cc1nc([C@](C)(CS(C)(=O)=O)NC(=O)c2cc(OCC(F)(F)F)c(C3CC3)cn2)no1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	"419553"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888846"	"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30° C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP."	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886858"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3308072"	""
"CHEMBL3954854"	""	"None"	"444.46"	"0"	"1.98"	"BDBM240568"	"Cc1nc(C(C)(CS(C)(=O)=O)NC(=O)c2cc(OCC(F)F)c(C3CC3)cn2)no1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	"419737"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888846"	"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30° C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP."	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886858"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3308072"	""
"CHEMBL4248778"	""	"None"	"523.47"	"2"	"5.87"	"35"	"CC(C)(C)CC(=O)N1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	"Ke"	"'='"	"0.14"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4235195"	"Antagonist activity at human CB1 receptor expressed in HEK293 cells co-expressing Galphaq16 assessed as inhibition of CP55940-induced calcium mobilization by calcein-4 AAM dye-based FLIPR assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4229498"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""
"CHEMBL3347369"	""	"None"	"420.00"	"0"	"4.01"	"33, Org 28611"	"COc1cccc2c(C(=O)N3CCN(C)[C@@H](C)C3)cn(CC3CCCCC3)c12.Cl"	"EC50"	"'='"	"25.12"	"nM"	"7.60"	""	""	"UO_0000065"	"19.82"	"0.37"	"3.59"	"20.15"	"0"	"CHEMBL3391572"	"Agonist activity at human cannabinoid CB1 receptor expressed in CHO cells co-expressing AP-1 response element after 5 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3390831"	"1"	"Scientific Literature"	"Medchemcomm"	"2010"	"CHEMBL3308072"	""
"CHEMBL3907018"	""	"None"	"478.49"	"1"	"5.22"	"BDBM242457"	"COc1cc(Nc2ccc(S(=O)(=O)N3CCc4ccccc43)c(C(F)(F)F)c2)cc(OC)c1"	"Ki"	"'='"	"6000.0"	"nM"	"5.22"	""	"422741"	"UO_0000065"	"10.91"	"0.22"	"0.00"	"7.69"	"0"	"CHEMBL3888918"	"Binding Assay: The binding assays were performed by testing the ability of the new compounds to displace the radiolabeled synthetic non-selective cannabinoid agonist [3H]CP55940 (168 Ci/mmol; PerkinElmer) from the human CB1 (hCB1) or human CB2 (hCB2) receptors on membranes derived from stably transfected HEK-293 cells (PerkinElmer). Membranes were diluted in assay buffer (50 mM Tris-HCl, 1 mM EDTA, 1 mM MgCl2, 1 mg/ml BSA, pH=7.4). The amount of membrane was determined for each batch of membranes according to protein binding assay. The minimum amount of membrane that gave 50% specific binding was used for the binding assay. In most assays, binding was tested using 8 μg and 4 μg protein of hCB1 and hCB2 membranes, respectively. The tested compounds were dissolved in DMSO and diluted in assay buffer to a final concentration of 0.1% solvent. Total binding of [3H]CP55940 was evaluated with 1.5 nM to hCB1 and with 0.5 nM to hCB2, according to Kd affinity of [3H]CP55940 for the respective membranes. The ability of the tested compounds to displace [3H]CP55940 was evaluated first at a single concentration point of 100 nM for binding toward hCB2 or hCB1. In certain cases, the displacement was tested at compound concentrations ranging from 0.03 nM to 10 μM. Non-specific binding was measured by the addition of 1 μM of unlabelled CP55940 to the tubes. Binding assays were performed in triplicate in a total volume of 500 μl for 60 minutes at 30° C., in a shaking bath. Free and bound radioligands were separated by rapid filtration through GF/C filter plates (PerkinElmer) that had been presoaked with 0.1% Polyethylenimine (Sigma). Filters were shaken for 1 hour in 7 ml scintillation fluid (PerkinElmer) and radioactivity was determined by liquid scintillation counter (Wallac; PerkinElmer)."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886886"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3307715"	""
"CHEMBL3897023"	""	"None"	"406.38"	"0"	"4.42"	"BDBM242460"	"O=S(=O)(NCC1CC1)c1ccc(Nc2ccc(F)cc2F)cc1C(F)(F)F"	"IC50"	"'='"	"6000.0"	"nM"	"5.22"	""	"422745"	"UO_0000065"	"12.85"	"0.26"	"0.80"	"8.97"	"0"	"CHEMBL3888918"	"Binding Assay: The binding assays were performed by testing the ability of the new compounds to displace the radiolabeled synthetic non-selective cannabinoid agonist [3H]CP55940 (168 Ci/mmol; PerkinElmer) from the human CB1 (hCB1) or human CB2 (hCB2) receptors on membranes derived from stably transfected HEK-293 cells (PerkinElmer). Membranes were diluted in assay buffer (50 mM Tris-HCl, 1 mM EDTA, 1 mM MgCl2, 1 mg/ml BSA, pH=7.4). The amount of membrane was determined for each batch of membranes according to protein binding assay. The minimum amount of membrane that gave 50% specific binding was used for the binding assay. In most assays, binding was tested using 8 μg and 4 μg protein of hCB1 and hCB2 membranes, respectively. The tested compounds were dissolved in DMSO and diluted in assay buffer to a final concentration of 0.1% solvent. Total binding of [3H]CP55940 was evaluated with 1.5 nM to hCB1 and with 0.5 nM to hCB2, according to Kd affinity of [3H]CP55940 for the respective membranes. The ability of the tested compounds to displace [3H]CP55940 was evaluated first at a single concentration point of 100 nM for binding toward hCB2 or hCB1. In certain cases, the displacement was tested at compound concentrations ranging from 0.03 nM to 10 μM. Non-specific binding was measured by the addition of 1 μM of unlabelled CP55940 to the tubes. Binding assays were performed in triplicate in a total volume of 500 μl for 60 minutes at 30° C., in a shaking bath. Free and bound radioligands were separated by rapid filtration through GF/C filter plates (PerkinElmer) that had been presoaked with 0.1% Polyethylenimine (Sigma). Filters were shaken for 1 hour in 7 ml scintillation fluid (PerkinElmer) and radioactivity was determined by liquid scintillation counter (Wallac; PerkinElmer)."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886886"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3307715"	""
"CHEMBL359865"	""	"None"	"498.79"	"1"	"7.74"	"13a"	"COC(=O)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)nc1OCc1ccccc1"	"IC50"	"'='"	"3.5"	"nM"	"8.46"	""	""	"UO_0000065"	"16.95"	"0.35"	"0.72"	"17.46"	"0"	"CHEMBL827163"	"Inhibitory concentration tested against human Cannabinoid receptor 1 (hCB1)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144282"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""
"CHEMBL259646"	""	"None"	"383.45"	"1"	"5.39"	"A"	"COc1ccc([C@@H]2[C@@H](Cc3cc4ccccc4o3)C(=O)N2c2ccccc2)cc1"	"Ki"	"'='"	"839.0"	"nM"	"6.08"	""	""	"UO_0000065"	"15.85"	"0.29"	"0.69"	"14.24"	"0"	"CHEMBL933479"	"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144779"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"CHEMBL3307715"	""
"CHEMBL483670"	""	"None"	"487.77"	"1"	"8.45"	"39"	"CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NCC2CC2)c1"	"Ki"	"'='"	"5011.87"	"nM"	"5.30"	""	""	"UO_0000065"	"10.87"	"0.21"	"-3.15"	"9.05"	"0"	"CHEMBL961828"	"Binding affinity to human recombinant CB1 receptor expressed in african green monkey COS cells by radioligand binding assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1153817"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""
"CHEMBL3946782"	""	"None"	"482.43"	"0"	"3.19"	"BDBM210444"	"NC(=O)[C@H](CC1CC1)NC(=O)c1ccc(N(CC(F)(F)F)CC(F)(F)F)c(OCC2CC2)n1"	"EC50"	"'='"	"674.1"	"nM"	"6.17"	""	"371944"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888088"	"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated."	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886568"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3308072"	""
"CHEMBL2375656"	""	"None"	"348.40"	"0"	"2.98"	"4"	"COc1cc(O)c2c(c1)CC(=O)CCCC(=O)CCC[C@@H](C)OC2=O"	"Inhibition"	""	""	"%"	""	""	"Not Determined"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2378216"	"Displacement of [3H]-CP55940 from human recombinant CB1 receptor transfected in HEK293 cells at 10 uM after 90 mins relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2375316"	"1"	"Scientific Literature"	"J Nat Prod"	"2013"	"CHEMBL3307715"	""
"CHEMBL3480577"	"UCSF924"	"None"	"322.41"	"0"	"3.81"	"EUB0000539"	"Cc1ccc2nc(CNCCCOc3ccccc3)cc(O)c2c1"	"Mean fold stimulation"	""	"0.275"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL4883346"	"PRESTO-Tango GPCRome screening (CNR1)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4507309"	"54"	"Donated Chemical Probes - SGC Frankfurt"	""	"2021"	"None"	"Compound concentration None 1.0 µM | SEM None 0.025 None"
"CHEMBL1288262"	""	"None"	"499.61"	"0"	"4.01"	"23"	"CCN1CCN(C(=O)c2cn(CC3CCCCC3)c3c(OC)cccc23)CC1.O=C(O)/C=C\C(=O)O"	"EC50"	"'='"	"158.49"	"nM"	"6.80"	""	""	"UO_0000065"	"17.73"	"0.33"	"2.79"	"18.03"	"1"	"CHEMBL3391572"	"Agonist activity at human cannabinoid CB1 receptor expressed in CHO cells co-expressing AP-1 response element after 5 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3390831"	"1"	"Scientific Literature"	"Medchemcomm"	"2010"	"CHEMBL3308072"	""
"CHEMBL589579"	""	"None"	"522.99"	"2"	"7.66"	"15g"	"CC(C)(C)CCN1CCN(C[C@@H]2CC[C@@H](c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1"	"Ki"	"'='"	"57.0"	"nM"	"7.24"	""	""	"UO_0000065"	"13.85"	"0.29"	"-0.42"	"74.53"	"0"	"CHEMBL1070892"	"Binding affinity to human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157730"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""
"CHEMBL589093"	""	"None"	"487.88"	"1"	"6.17"	"17c"	"O=S(=O)([C@@H]1CC[C@@H](c2ccc(Cl)cc2Cl)N(c2ccc(Cl)cc2)C1)N1CCCCC1"	"Ki"	"'='"	"16.0"	"nM"	"7.80"	""	""	"UO_0000065"	"15.98"	"0.35"	"1.63"	"19.19"	"0"	"CHEMBL1070892"	"Binding affinity to human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157730"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""
"CHEMBL4244992"	""	"None"	"531.47"	"1"	"4.65"	"11"	"CC(C)S(=O)(=O)N1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	"Ki"	"'='"	"1.4"	"nM"	"8.85"	""	""	"UO_0000065"	"16.66"	"0.35"	"4.20"	"10.51"	"0"	"CHEMBL4235196"	"Displacement of [3H]-CP55940 from human CB1 receptor expressed in HEK293 cell membranes after 1 hr by liquid scintillation spectrometry"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4229498"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""
"CHEMBL4877094"	""	"None"	"375.47"	"0"	"4.56"	"GBD-018; 39"	"CCOC(=O)Cn1cc(C(=O)c2ccc3c(c2)CC(C)(C)C3)c2ccccc21"	"Activity"	"'='"	"19.4"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4826241"	"Displacement of [3H]-CP55940 from human CB1 receptor expressed in CHO cells at 1 uM incubated for 90 mins by liquid scintillation spectrophotometry relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4825669"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"Dose = 1.0 microM | TIME = 1.5 hr"
"CHEMBL1641958"	""	"None"	"448.61"	"1"	"5.41"	"38"	"CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccc(OC)cc1"	"Ki"	"'='"	"384.0"	"nM"	"6.42"	""	""	"UO_0000065"	"14.30"	"0.27"	"1.01"	"10.63"	"0"	"CHEMBL1647709"	"Displacement of [3H]-SR141716A from human CB1 receptor expressed in CHO cells after 1 hr"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1641396"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3308072"	""
"CHEMBL381689"	"SR-144528"	"None"	"476.06"	"1"	"6.81"	"5"	"Cc1ccc(Cn2nc(C(=O)NC3C4(C)CCC(C4)C3(C)C)cc2-c2ccc(Cl)c(C)c2)cc1"	"Ki"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL1647709"	"Displacement of [3H]-SR141716A from human CB1 receptor expressed in CHO cells after 1 hr"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1641396"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"CHEMBL3308072"	""
"CHEMBL566239"	""	"None"	"370.84"	"0"	"3.74"	"24"	"Cc1c[nH]c2c(Nc3ccccc3Cl)ncc(C(=O)N3CCOCC3)c12"	"Efficacy"	"'='"	"56.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1048891"	"Agonist activity at human recombinant cannabinoid CB1 receptor expressed in MMY23 Saccharomyces cerevisiae assessed as degradation of FDGlu to fluorescein after 24 hrs by spectrofluorimetry relative to HU210"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156052"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""
"CHEMBL4745296"	""	"None"	"498.55"	"1"	"5.17"	"8"	"CC(C)(O)COc1ccc(C(F)(F)F)cc1NC(=O)Nc1cc(C(C)(C)C)nn1C[C@H]1CCCO1"	"pEC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL4735795"	"Agonist activity at human CB1 expressed in mouse AtT20 cells assessed as activation of G-protein gated inwardly rectifying K+ channels measured every 2 sec for 2 mins by FLIPR membrane potential assay"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"AtT20"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4732127"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2021"	"None"	"TIME = 0.03333 hr"
"CHEMBL3353864"	""	"None"	"319.45"	"0"	"3.71"	"5"	"CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCCCC2)no1"	"EC50"	"'='"	"390.0"	"nM"	"6.41"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3373565"	"Agonist activity at human CB1 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production after 30 mins"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352390"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2015"	"CHEMBL3308072"	""
"CHEMBL4779866"	""	"None"	"375.45"	"1"	"5.74"	"10"	"O=C(Nc1ccc(F)cc1)Nc1cccc(-c2cccc(N3CCCC3)c2)c1"	"Activity"	""	""	""	""	""	"Dose-dependent effect"	""	""	""	""	""	"0"	"CHEMBL4708592"	"Positive allosteric modulation of human CB1 receptor expressed in CHO cell membranes assessed as increase in binding [3H]CP55940 to the receptor after 60 mins by liquid scintillation spectrometric method"	"B"	"BAO_0000249"	"cell membrane format"	"Homo sapiens"	"None"	"None"	"CHO"	"Cell membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4706514"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	"Dose_Lower = 1.0 nM | Dose_Upper = 10000.0 nM | TIME = 1.0 hr"
"CHEMBL3347342"	""	"None"	"341.50"	"0"	"3.86"	"5"	"CN(C)CCN(C)C(=O)c1cn(CC2CCCCC2)c2ccccc12"	"EC50"	"'>'"	"3162.28"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3391572"	"Agonist activity at human cannabinoid CB1 receptor expressed in CHO cells co-expressing AP-1 response element after 5 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3390831"	"1"	"Scientific Literature"	"Medchemcomm"	"2010"	"CHEMBL3308072"	""
