zinc_id,smiles
ZINC000019897268,c1ccc(C(c2ccccc2)N2CCN(c3ncnc4sc5c(c34)CCC5)CC2)cc1
ZINC000014993294,Fc1ccc([C@@H]2CCCN2Cc2nc(N3CCOCC3)c3ccc(Cl)cc3n2)cc1
ZINC000020322505,C[C@@]1(C(=O)Nc2ccc(Cl)cc2)c2cccc[n+]2CC(=O)N1c1ccc(Cl)cc1
ZINC000039437798,O=C(c1ccc(Cl)cc1)[C@@H]1CCCN(C2CCN(c3ccc4c(c3)OCO4)CC2)C1
ZINC000012073932,Cc1nn(C(C)C)c(C)c1[C@@H]1C[C@H]2CN(Cc3cccc(Cl)c3)C(=O)[C@]23CCCN13
ZINC000020436141,CCN1CCC2(CC1)N=C(c1ccc(Cl)cc1)C(=S)N2C(=O)c1ccccc1C
ZINC000020436083,CC(C)N1CCC2(CC1)N=C(c1ccc(Cl)cc1)C(=S)N2C(=O)c1ccccc1
ZINC000005477818,CCCN1CCC2(CC1)Oc1c(OC)cccc1[C@H]1CC(c3ccccc3Cl)=NN12
ZINC000057143167,Cc1c(Cc2ccccc2)c(=O)oc2c3c(c(Cl)cc12)OCN(C[C@H]1CCCO1)C3
ZINC000020412284,COc1ccccc1CCN1COc2c(Cl)cc3c4c(c(=O)oc3c2C1)CCCC4
ZINC000020390760,COc1ccc(CCN2COc3c(Cl)cc4c5c(c(=O)oc4c3C2)CCCC5)cc1
ZINC000058024101,Cc1cccc(N2CCN(Cc3nnc(-c4cccc(Br)c4)o3)CC2)c1C
ZINC000020285660,COc1ccc2cc(S(=O)(=O)c3ccccc3)/c(=N/c3ccc(Cl)cc3)oc2c1
ZINC000020285535,COc1cccc2cc(S(=O)(=O)c3ccccc3)/c(=N/c3ccc(Cl)cc3)oc12
ZINC000020285678,COc1ccc2cc(S(=O)(=O)c3ccccc3)/c(=N/c3ccc(F)c(F)c3)oc2c1
ZINC000020325946,COc1ccccc1C[n+]1cc2c(-c3ccc(F)cc3)[nH]nc2c2cc3c(cc21)OCO3
ZINC000005576129,Cc1ccc(CN2CCN(c3cc(C)nc4c(-c5ccccc5)c(C)nn34)CC2)c(C)c1
ZINC000009720915,O=c1c2ccccc2c(-c2ccccc2)nn1-c1cc(N2CCNCC2)ccc1[N+](=O)[O-]
ZINC000012886486,C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CN4CCc5cc(OC)c(OC)cc5C4)[C@H]3C[C@H]12
ZINC000006623693,COc1cc2c(cc1OC)CN(C[C@H]1C(=O)O[C@@H]3C[C@@]4(C)CCC[C@H](C)C4=C[C@H]13)CC2
ZINC000009411317,CC(C)N1CCC2(CC1)Oc1ccccc1[C@@H]1CC(c3ccc(OC(F)F)cc3)=NN12
ZINC000061997701,COc1ccc(-c2cc(=O)oc3c(C)c4c(cc23)CN(Cc2ccc(C)cc2)CO4)cc1
ZINC000040567084,CC(=O)O[C@H]1CN([C@@H]2Cc3cccc4cccc2c34)CC[C@@H]1c1cn(C)c2ncccc12
ZINC000020057562,CCc1c(C)c(C#N)c2nc3ccccc3n2c1N1CCN(Cc2ccc(F)cc2)CC1
ZINC000016079363,CN1CCN(c2cc(-c3cncc(-c4ccc(F)cc4)c3)nc(-c3ccccc3)n2)CC1
ZINC000021337377,CC(C)(C)NC1C(=[N+]2CCOCC2)C(C)(C)C(=S)N1c1cccc(C(F)(F)F)c1
ZINC000020381981,CCN1CCN(c2c(S(=O)(=O)c3ccc(C)c(C)c3)cnc3ccc(F)cc23)CC1
ZINC000040866241,Cc1nc2cc(F)c(F)cc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1
ZINC000020503249,CSc1ccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(Cc3cccc(C#N)c3)C2)cc1
ZINC000036006181,CSc1ccc([C@H]2[C@@H](C(=O)C(C)(C)C)N3C=Cc4ccccc4[C@@H]3C2(C#N)C#N)cc1
ZINC000028524815,O=S(=O)(c1ccc(Br)s1)n1cc(C[C@@H]2CCCN2)c2ccccc21
ZINC000055060322,CCN1CCN(C(=O)c2cc(-c3cccnc3)nc3ccc(Br)cc23)CC1
ZINC000020149824,Brc1cccc(-c2cn3c4ccccc4n(CCN4CCOCC4)c3n2)c1
ZINC000019939938,Clc1cccc(N2CCN([C@@H]3CCCN(Cc4ccc5c(c4)OCCO5)C3)CC2)c1
ZINC000045286966,O=C(NCc1cccc(Cl)c1)c1n[nH]c2ccc([N+](=O)[O-])cc12
ZINC000022262450,O=C(NCc1nc2ccc([N+](=O)[O-])cc2[nH]1)c1ccc(Cl)cc1
ZINC000027208399,O=C(NCc1ccc(F)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
ZINC000016237487,FC(F)(F)c1ccc(NC(=S)Nc2ccccc2Cl)cc1
ZINC000046350797,Cc1cc(C(=O)COC(=O)c2[nH]c3ccccc3c2Cl)c(C)[nH]1
ZINC000023612937,Cc1c(C(=O)NCCc2cccc(Cl)c2)[nH]c2c1C(=O)CCC2
ZINC000027926772,Cc1[nH]c2c(C)cc(Cl)cc2c1CCNC(=O)c1ccoc1C
ZINC000002068633,Cc1ccc(NC[C@@H](O)Cn2c3ccccc3c3ccccc32)cc1
ZINC000007242516,C[C@H](Nc1ccc2c(c1)CCC2)C(=O)Nc1ccc2ccccc2c1
ZINC000028651519,Cc1cccc(C)c1NC(=O)CNc1ccc2c3c(cccc13)CC2
ZINC000005337828,C/C(=C/C(=O)Nc1cccc2ccccc12)Nc1c(C)cccc1C
ZINC000020757871,C=CCNC(=O)c1cccc2c1N[C@H](c1ccccc1)[C@@H]1CC=C[C@@H]21
ZINC000003893659,Cc1ccccc1NC[C@@H](O)Cn1c2ccccc2c2ccccc21
ZINC000004265656,Cc1ccc(NC(=O)CSc2c[nH]c3ccccc23)cc1Cl
ZINC000052639848,C[C@H](NC(=O)c1c[nH]cc1-c1ccccc1)c1ccc(Cl)s1
ZINC000014964148,Cc1ccccc1CSc1nnc(Nc2ccc(Cl)cc2)[nH]1
ZINC000029304469,Cc1cc(C)c(NC(=O)[C@@H](C)Nc2ccc(C)c(C)c2)c(Cl)c1
ZINC000015122757,O=C(CNc1ccc(Cl)cc1F)Nc1ccc(F)cc1Cl
ZINC000043264983,O=C(NCc1ccc(Cl)cc1Cl)Nc1c(F)cccc1F
ZINC000049300279,C=C(Br)CNC(=O)Nc1ccc2c3c(cccc13)CC2
ZINC000048280048,O=C(Nc1ccccc1)NC1(c2ccc(Br)cc2)CC1
ZINC000001623509,O=C(NCCBr)Nc1cccc2c1Cc1ccccc1-2
ZINC000002737321,C=C(NNC(=O)c1ccccc1C)c1cccc(Br)c1
ZINC000004017786,C=CCc1cccc(/C=N/Nc2ccc(Br)cc2)c1O
ZINC000002826105,C/C=C(\NNC(=O)c1cccc(Br)c1)c1ccccc1
ZINC000004470785,C/C(=C\NNC(=O)c1ccccc1Br)c1ccccc1
ZINC000044349114,Cc1cc(C)cc(NC(=S)NC2CCC(C(F)(F)F)CC2)c1
ZINC000029613340,Nc1ccc(C(=O)NC2CCC(C(F)(F)F)CC2)cc1[N+](=O)[O-]
ZINC000023386928,Nc1ccc(C(=O)N[C@@H]2CCC[C@@H](C(F)(F)F)C2)cc1[N+](=O)[O-]
ZINC000038717001,O=C(Nc1ccc(-c2cc[nH]n2)cc1)c1ccccc1C(F)(F)F
ZINC000006243780,O=C(N/N=C/c1c[nH]c2ccccc12)c1cccc(C(F)(F)F)c1
ZINC000005532170,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(-c2ccccc2)[nH]n1
ZINC000033472569,O=C(/C=C\c1cccc(C(F)(F)F)c1)N=c1[nH]c2ccccc2[nH]1
ZINC000007988318,O=C(N/N=C/c1cccc(C(F)(F)F)c1)c1c[nH]c2ccccc12
ZINC000045064103,C#Cc1cccc(NC(=O)c2cccnc2Nc2cccc(F)c2)c1
ZINC000041341268,O=[N+]([O-])c1cccc(S(=O)(=O)NCc2c[nH]c3ccccc23)c1
ZINC000005498115,Cc1ccc(NC(=O)COc2ccc3c(c2)[nH]c2ccccc23)cc1
ZINC000039410685,O[C@@H](c1ccc(OCc2ccccc2)cc1)c1nc2ccccc2[nH]1
ZINC000039410681,O[C@H](c1nc2ccccc2[nH]1)c1ccccc1OCc1ccccc1
ZINC000001565959,CC(C)(C)c1cc(C(=S)SCc2ccccc2)cc(C(C)(C)C)c1O
ZINC000010288915,CC[C@@H](C)Oc1ccc(C(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1
ZINC000002850882,CCCOc1c(Cl)cc(C(=O)Nc2cccc(Cl)c2C)cc1Cl
ZINC000007610790,CC(C)COc1ccc(C(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1
ZINC000014013425,CC[C@H](Oc1ccc(C)cc1)C(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC000003444154,CCc1cccc(C)c1NC(=O)COc1cc(Cl)c(Cl)cc1Cl
ZINC000008106616,CCc1ccc(O[C@@H](C)C(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1
ZINC000008073718,CC(C)COc1ccccc1C(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC000006307818,CC(C)c1ccccc1OCC(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC000000669701,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)NCc1ccc(Cl)c(Cl)c1
ZINC000021311224,CC(C)(Oc1cc(Cl)ccc1Cl)C(=O)NCc1cccc(Cl)c1
ZINC000006927478,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)SCc1ccccc1
ZINC000021311399,CCCc1sc(C(=O)NCc2cccc(Cl)c2)cc1Br
ZINC000048501787,Cc1cc(Br)cc(Cl)c1NC(=O)CCCc1cccs1
ZINC000048699446,C[C@H](NC(=O)CCc1ccccc1Br)c1ccc(Cl)s1
ZINC000010440040,O=C(CSc1ccc2ccccc2c1)Nc1cc([N+](=O)[O-])ccc1Cl
ZINC000046151144,O=C(N[C@@H](c1ccc(Cl)cc1)c1cccs1)c1ccccc1[N+](=O)[O-]
ZINC000004031964,O=C(CSc1ccc2ccccc2c1)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC000045693564,C[C@@H](c1ccc(Cl)cc1)N(C)C(=S)Nc1cccc(C(F)(F)F)c1
ZINC000006652278,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc(/C=C/c2ccccn2)c1
ZINC000006877878,Cc1cc2c(n1-c1ccc(C(=O)NC[C@H](C)c3ccccc3)cc1)CCCC2
ZINC000006877955,Cc1cc2c(n1-c1ccc(C(=O)NCCc3ccccc3)cc1)CC[C@@H](C)C2
ZINC000008588386,CCCNC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCCC3)cc1
ZINC000006781994,CC[C@@H](C)NC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CCCC3)cc1
ZINC000006782079,CCCNC(=O)c1ccc(-n2c(-c3ccccc3)cc3c2CC[C@@H](C)C3)cc1
ZINC000003047357,COc1ccc(CSc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1
ZINC000002913107,CCc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1
ZINC000000583533,Cc1ccc(SC[C@H](C(=O)c2nc3ccccc3[nH]2)c2ccccc2)cc1
ZINC000001017890,CC(=O)N(Cc1[nH]c2ccccc2c1Sc1ccccc1)c1ccccc1
ZINC000013739199,CCOc1ccc(-c2nc(Nc3ccccc3)sc2-c2ccccc2)cc1
ZINC000003036286,Cc1cccc(C)c1NC(=S)N(Cc1ccccc1Cl)C1CCCC1
ZINC000002751521,CCCCNC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12
ZINC000043357839,Cc1cccc(C)c1NC(=O)N(Cc1ccccc1Br)C1CC1
ZINC000026748963,CC(=O)Oc1c(C(C)C)c(-c2ccc(F)cc2)c(O)c(C(C)C)c1C(C)C
ZINC000038591475,O=S(=O)(NCC1(c2ccc(F)cc2)CC1)c1ccc(C(F)(F)F)cc1
ZINC000021312380,CC(C)(Oc1cccc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cc1
ZINC000010229389,C[C@H](NC(=O)[C@@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1)c1cc2ccccc2o1
ZINC000005384525,CC(C)Oc1ccc(C(F)(F)F)cc1NC(=O)c1cccc2ccccc12
ZINC000007653162,CCc1cccc(C)c1NC(=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1
ZINC000027560069,COc1ccc([C@](Nc2nc(N)nc3c2ncn3[C@H]2O[C@@H](CO)[C@@H](O)C2(F)F)(c2ccc(C)cc2)c2ccc(C(=O)NC(C)C)cc2)cc1
ZINC000049639620,CCCCCC[C@H](C)[C@H]1CC(=O)NCC(=O)N[C@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](Cc2ccccc2)C(=O)O1
ZINC000028638382,CCCCCC[C@H](C)C[C@H](C)[C@H]1OC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@@H]1C
ZINC000049746038,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(-c5cccc([N+](=O)[O-])c5)nn4)nc31)[C@H](O)[C@@H]2O
ZINC000028458554,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(O)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)cc1
ZINC000026501264,COC(=O)[C@@H]1Cc2ccc(cc2)Oc2cc(ccc2OCc2ccccc2)C[C@H](NC(=O)OCc2ccccc2)C(=O)N[C@@H](CC(N)=O)C(=O)N1
ZINC000026019129,CC[C@@H]1[C@H](O)[C@@H](O)[C@@H](CC)N(Cc2cccc(C(=O)N=c3[nH]c4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)N=c2[nH]c3ccccc3[nH]2)c1
ZINC000026989852,O=C1NCCCC[C@@H](C(=O)NCC(=O)N2CCNCC2)NC(=O)[C@H](Cc2ccc(-c3ccccc3C(F)(F)F)cc2)[C@@H](C(=O)NO)CCCO1
ZINC000049804047,C/C(=N\O)c1cccc(CN2[C@@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(/C(C)=N/O)c3)S2(=O)=O)c1
ZINC000028252934,Cn1cc(NC(=O)c2sc3ccccc3c2Cl)cc1C(=O)Nc1cc(-c2nc3cc(C(=O)NCCN4CCOCC4)ccc3[nH]2)n(C)c1
ZINC000049745950,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCc4cn(-c5cccc([N+](=O)[O-])c5)nn4)nc31)[C@H](O)[C@@H]2O
ZINC000049898881,CC(C)(C)OC(=O)N[C@H]1CCCCCCCCCC[C@@H](C(=O)C(=O)NCC(=O)NCc2ccccc2)NC(=O)[C@@H]2[C@H]3[C@@H](CN2C1=O)C3(C)C
ZINC000029397643,COc1ccc(CCN(C[C@@H](O)[C@@H]2Cc3ccc(cc3)OCCCCCC(=O)N[C@@H](C(C)C)C(=O)N2)S(=O)(=O)c2ccc(N)cc2)cc1
ZINC000029238375,CNc1cccc(CN2C(=O)N(Cc3cccc(NC)c3)[C@H](Cc3ccc4c(c3)OCCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCCO3)c1
ZINC000049841145,C=CCNC(=O)C(=O)[C@@H]1CCCCCCCOC[C@H](NC(=O)N[C@H](C(=O)C2CC2)C2CCCCC2)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N1)C3(C)C
ZINC000008427450,C(=N/Nc1nc(Nc2ccccc2)nc(N2CCCCC2)n1)\c1ccc(/C=N/Nc2nc(Nc3ccccc3)nc(N3CCCCC3)n2)cc1
ZINC000049898757,C=CCNC(=O)C(=O)[C@@H]1CCCCCCCCC[C@H](NC(=O)N[C@H](C(=O)C2CC2)C2CCCCC2)C(=O)N2C[C@@H]3[C@H]([C@H]2C(=O)N1)C3(C)C
ZINC000049766880,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(-c5ccc(N)cc5)nn4)nc31)[C@H](O)[C@@H]2O
ZINC000034717982,C[C@H](CCC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
ZINC000027196664,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](CCCCCCCC(=O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H]2O
ZINC000029395576,CC(=O)Nc1ccc(S(=O)(=O)N(CCC(C)C)C[C@@H](O)[C@@H]2Cc3ccc(cc3)OCCCCCC(=O)N[C@@H](C(C)C)C(=O)N2)cc1
ZINC000049771616,Cc1ccc(C)c(Cn2c(-c3ccccc3)c(CCNc3ncnc4c3ncn4[C@@H]3O[C@H](C(=O)NC4CC4)[C@@H](O)[C@H]3O)c3ccccc32)c1
ZINC000042964952,CCCCCC[C@H](C)[C@H]1CC(=O)NCC(=O)N[C@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CCSC)C(=O)O1
ZINC000025975420,Nc1cc(C2=NO[C@](CNS(=O)(=O)Cc3ccccc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl
ZINC000049898290,CN(C[C@@H](NC(=O)N[C@H]1CCCCCCCCC[C@@H](C(=O)C(N)=O)NC(=O)[C@@H]2[C@H]3[C@@H](CN2C1=O)C3(C)C)C(C)(C)C)S(C)(=O)=O
ZINC000029131937,Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccc3c(c2)OCO3)NC(=O)c2cccc(N)c2Cl)CSC1(C)C
ZINC000049670001,Nc1ccccc1NC(=O)CCCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O
ZINC000049780547,COc1ccc([C@@H]2[C@H](CCn3cc(CO[C@@H]4Cc5c(O)cc(O)cc5O[C@@H]4c4ccc(O)c(O)c4)nn3)C(=O)N2c2ccccc2)cc1
ZINC000049708439,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC1=O
ZINC000049723036,CC(C)C[C@@H]1NC(=O)[C@H](COCc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC1=O
ZINC000027075793,CNC(=O)CNC(=O)[C@@H]1CCCCNC(=O)OCCC[C@H](C(=O)NO)[C@@H](Cc2ccc(-c3ccccc3C(F)(F)F)cc2)C(=O)N1
ZINC000028761739,CNS(=O)(=O)NCCC1CCN(C(=O)[C@H](Cc2nc3ccccc3s2)NS(=O)(=O)c2cccc3c2NCC(C)(C)C3)CC1
ZINC000049823132,CC(C)(C)OC(=O)[C@@H](NC(=O)N[C@H]1CCCCCCCCCC[C@@H](C(=O)C(N)=O)NC(=O)[C@@H]2[C@H]3[C@@H](CN2C1=O)C3(C)C)C(C)(C)C
ZINC000049756439,COc1ccc(C(Nc2nc(N)nc3c2ncn3[C@@H]2O[C@@H](CO)[C@H](O)C2(F)F)(c2ccc(OC)cc2)c2cccc(C(N)=O)c2)cc1
ZINC000028464736,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)OCc3ccccc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
ZINC000049888823,C=CCNC(=O)C(=O)[C@@H]1CCCCCCCCC[C@H](NC(=O)N[C@H](CN(C)S(C)(=O)=O)C(C)(C)C)C(=O)N2C[C@@H]3[C@H]([C@H]2C(=O)N1)C3(C)C
ZINC000027212614,CCCC[C@@H]1NC(=O)[C@@H](NC(C)=O)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O
ZINC000027204504,CC(C)(C)C[C@H]1CCCC(=O)OC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)C(=O)O1
ZINC000049776339,CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O
ZINC000050766828,O=C(CCCNc1ccccc1[N+](=O)[O-])NCCc1c[nH]c2cc(F)ccc12
ZINC000050766875,O=C(CCCNc1ccc([N+](=O)[O-])cc1)NCCc1c[nH]c2cc(F)ccc12
ZINC000014979719,CCCCCc1cccc(CC(=O)NCCc2c[nH]c3ccc(O)cc23)c1
ZINC000040938742,Oc1ccc(CCCCCCCCCc2c(O)cccc2O)cc1
ZINC000001049724,OC(COc1ccc(Nc2ccccc2)cc1)COc1ccc(Nc2ccccc2)cc1
ZINC000003145720,CCCCC(=O)NC(Nc1cccc(Cl)c1)(C(F)(F)F)C(F)(F)F
ZINC000019939177,CCCC(=O)NC(NCc1ccccc1Cl)(C(F)(F)F)C(F)(F)F
ZINC000040950539,CC(C)CNc1cc(NCC(C)C)nc(CCc2cccc3ccccc23)n1
ZINC000040950222,CC(C)CCc1nc(NCc2cccc3ccccc23)cc(NCC(C)C)n1
ZINC000036847862,S=C(NCc1ccccc1)NCc1cccc(COCc2ccccc2)c1
ZINC000036847861,Cc1ccc(NC(=S)NCc2cccc(COCc3ccccc3)c2)cc1
ZINC000000669831,COc1ccc(NC(=S)NCCC(c2ccccc2)c2ccccc2)cc1
ZINC000002186505,Cc1ccccc1NC(=S)NCCOc1ccccc1Cc1ccccc1
ZINC000013482593,COc1cccc(N/C(S)=N\CCC(c2ccccc2)c2ccccc2)c1
ZINC000008829733,COc1ccccc1NC(=S)NCCC(c1ccccc1)c1ccccc1
ZINC000001438388,CCOc1ccc(NC(=S)NCC(c2ccccc2)c2ccccc2)cc1
ZINC000006829468,Oc1ccc(CN(CCc2ccccc2)C(=S)NCc2ccccc2)cc1
ZINC000032948709,CSc1cccc(NC(=O)NC(Cc2ccccc2)Cc2ccccc2)c1
ZINC000000640433,CCOc1ccc(NC(=S)N[C@H](Cc2ccccc2)c2ccccc2)cc1
ZINC000020594853,CCCCOc1ccccc1NC(=S)Nc1ccc(-c2ccccc2)cc1
ZINC000013320053,CSc1cccc(NC(=O)NCCC(c2ccccc2)c2ccccc2)c1
ZINC000042198403,C[C@@H](CCc1ccccc1)NC(=O)CCNC(=O)c1ccc(F)cc1Cl
ZINC000042398261,CC[C@@H](CNC(=O)CCNC(=O)c1ccc(F)cc1Cl)c1ccccc1
ZINC000023612849,CC(C)[C@H](NC(=O)c1ccccc1F)C(=O)NCCc1cccc(Cl)c1
ZINC000048781592,O=C(COc1ccc(CCNCc2c(F)cccc2Cl)cc1)NC1CC1
ZINC000049676487,CC(C)(CNC(=O)CCNC(=O)c1ccc(F)cc1Cl)c1ccccc1
ZINC000048912363,CC[C@@H](C)NC(=O)c1ccc(CNC(=O)Cc2c(F)cccc2Cl)cc1
ZINC000042349410,CCc1ccc([C@@H](C)NC(=O)CCNC(=O)c2ccc(F)cc2Cl)cc1
ZINC000007755804,CC(C)C[C@H](NC(=O)c1ccc(Cl)cc1)C(=O)NCc1ccccc1F
ZINC000018136041,CC(C)[C@@H](NC(=O)CCNC(=O)c1ccccc1Cl)c1ccc(F)cc1
ZINC000040130921,CCC[C@H](NC(=O)CCNC(=O)c1ccc(F)cc1Cl)c1ccccc1
ZINC000042212615,CCc1cccc(CC)c1NC(=O)CCNC(=O)c1ccc(F)cc1Cl
ZINC000049114501,CC[C@@H](C)C(=O)Nc1cccc(CNC(=O)Cc2c(F)cccc2Cl)c1
ZINC000006445401,Nc1ccc2nc(CCCCCCCCc3nc4ccc(N)cc4[nH]3)[nH]c2c1
ZINC000050097461,O=C(NCCCc1nc2ccccc2[nH]1)N1CCC[C@@H]1CCc1ccccc1
ZINC000032943183,CCCC/C(O)=N/C(=N/c1ccccc1C)NCCc1c[nH]c2ccccc12
ZINC000045539967,Cc1[nH]ncc1CCCNC(=O)N(CCc1ccccc1)Cc1ccccc1
ZINC000045539459,Cc1[nH]ncc1CCCNC(=O)N[C@H](C)C(c1ccccc1)c1ccccc1
ZINC000027352098,Cc1[nH]ncc1CCCNC(=O)NCCC(c1ccccc1)c1ccccc1
ZINC000028573203,Cc1[nH]c2c(C)cc(Cl)cc2c1CCNC(=O)c1ccc(OC(C)C)cc1
ZINC000003298357,Cc1ccc(NC(=O)[C@@H](Nc2ccc(C(F)(F)F)cc2Cl)C(C)C)cc1
ZINC000020536783,CC[C@H](NC(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccc(C)c(C)c1
ZINC000020536534,CC[C@H](NC(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccc(C)cc1C
ZINC000014463345,CCCCNC(=O)c1cccc2c1N[C@H](c1ccc(C(C)C)cc1)[C@H]1CC=C[C@H]21
ZINC000014463446,CCCCNC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccc(C(C)C)cc1)N2
ZINC000025174297,O=C(CCNc1ccccc1[N+](=O)[O-])Nc1cc(Cl)c(Cl)cc1Cl
ZINC000004695970,O=C(NCCNc1c(Cl)cccc1[N+](=O)[O-])c1ccc(Cl)c(Cl)c1
ZINC000052660431,C[C@H](N[C@@H](C)c1cccc(F)c1)C(=O)Nc1ccc(Cl)cc1C(F)(F)F
ZINC000023955512,COc1ccccc1[C@H](C)N[C@H](C(=O)c1c[nH]c2ccccc12)c1ccccc1
ZINC000018074581,COc1ccc([C@H](CNC(=O)c2cccc(C)c2)c2c[nH]c3ccccc23)cc1
ZINC000012785573,CC(C)(C)CC(=O)N[C@@H](c1ccccc1)c1ccc2nc(C(F)(F)F)[nH]c2c1
ZINC000003194207,Cc1cccc(NC(=O)c2ccccc2Nc2ccc(SC(F)F)cc2)c1
ZINC000035683339,Cc1cc(C)c(NC(=O)c2cc([N+](=O)[O-])ccc2NCc2ccccc2)c(C)c1
ZINC000032797138,C[C@H](Nc1ccc(-c2ccccc2)cc1)C(=O)Nc1ccccc1C(F)(F)F
ZINC000004014292,O=C(Nc1ccc([N+](=O)[O-])cc1)c1cc([N+](=O)[O-])ccc1NC1CCCCC1
ZINC000044459447,O=C(NCC1(c2cc(F)ccc2F)CCC1)Nc1ccc(C(F)(F)F)cc1
ZINC000040122939,CN(c1ccccc1)c1ccccc1NCC(=O)Nc1ccc(F)cc1Cl
ZINC000004990691,CCc1ccc(NC(=O)N(Cc2c[nH]c3ccccc23)C2CCCCCC2)cc1
ZINC000032961013,CCCn1c(CCc2ccc(NC(=O)C3CCCCC3)cc2)nc2ccccc21
ZINC000017078385,S=C(NCCCc1ccccc1)Nc1ccc(Br)cc1Cl
ZINC000016283165,O=[N+]([O-])c1ccc(Cl)c(NC(=S)NCc2cccc(C(F)(F)F)c2)c1
ZINC000002721067,Cc1[nH]c2ccccc2c1SCCNC(=O)c1cc(Cl)ccc1[N+](=O)[O-]
ZINC000002721068,Cc1[nH]c2ccccc2c1SCCNC(=O)c1cc([N+](=O)[O-])ccc1Cl
